Player,Team,Accurate Long Balls per 90,Successful Long Balls (%),Accurate Passes per 90,Pass Success (%),Big Chances Created,Total Assists,Big Chances Missed,Clean Sheets,Goals Conceded,Successful Dribbles per 90,Dribble Success Rate (%),Clearances per 90,Total Clearances,Expected Assists (xA),Actual Assists,Expected Assists per 90,Actual Assists per 90,Expected Goals (xG),Expected Goals on Target (xGOT),Expected Goals per 90,Fouls Committed per 90,Goals Conceded per 90,Total Goals Conceded,Total Goals,Interceptions per 90,Total Interceptions,Shots on Target per 90,Shot Accuracy (%),Blocks per 90,Total Blocks,Penalties Conceded,Total Matches,Penalties Won,Fouls Won per 90,FotMob Rating,Player of the Match Awards,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Saves per 90,Total Saves,Tackles per 90,Tackle Success Rate (%),Assists,Secondary Assists,Goals,Penalties,Chances Created,Chances Created per 90,Shots per 90,Yellow Cards,Minutes,Matches,Country,Shot Conversion Rate (%),Actual Goals,Goals per 90,Red Cards,Pos,Age,Position_Group,Metrics_Available,Metrics_Required,Metric_Coverage,Metric_Coverage_Pct,Tackles per 90 Percentile,Tackle Success Rate (%) Percentile,Interceptions per 90 Percentile,Clearances per 90 Percentile,Blocks per 90 Percentile,Accurate Passes per 90 Percentile,Pass Success (%) Percentile,Accurate Long Balls per 90 Percentile,Successful Long Balls (%) Percentile,Possessions Won Midfield per 90 Percentile,Chances Created per 90 Percentile,Expected Assists per 90 Percentile,Actual Assists per 90 Percentile,Successful Dribbles per 90 Percentile,Goals per 90 Percentile,Expected Goals per 90 Percentile,Shots per 90 Percentile,Shots on Target per 90 Percentile,Shot Accuracy (%) Percentile,Shot Conversion Rate (%) Percentile,Scouting_Score,Defensive_Defender_Tackles_per_90_Pct,Defensive_Defender_Tackle_Success_Rate_(%)_Pct,Defensive_Defender_Interceptions_per_90_Pct,Defensive_Defender_Clearances_per_90_Pct,Defensive_Defender_Blocks_per_90_Pct,Defensive Defender Score,Ball_Playing_Defender_Accurate_Passes_per_90_Pct,Ball_Playing_Defender_Pass_Success_(%)_Pct,Ball_Playing_Defender_Accurate_Long_Balls_per_90_Pct,Ball_Playing_Defender_Successful_Long_Balls_(%)_Pct,Ball Playing Defender Score,Ball_Winning_Midfielder_Tackles_per_90_Pct,Ball_Winning_Midfielder_Interceptions_per_90_Pct,Ball_Winning_Midfielder_Possessions_Won_Midfield_per_90_Pct,Ball Winning Midfielder Score,Creative_Midfielder_Chances_Created_per_90_Pct,Creative_Midfielder_Expected_Assists_per_90_Pct,Creative_Midfielder_Actual_Assists_per_90_Pct,Creative_Midfielder_Accurate_Passes_per_90_Pct,Creative_Midfielder_Successful_Dribbles_per_90_Pct,Creative Midfielder Score,Goal_Scorer_Goals_per_90_Pct,Goal_Scorer_Expected_Goals_per_90_Pct,Goal_Scorer_Shots_per_90_Pct,Goal_Scorer_Shots_on_Target_per_90_Pct,Goal_Scorer_Shot_Accuracy_(%)_Pct,Goal_Scorer_Shot_Conversion_Rate_(%)_Pct,Goal Scorer Score,Creative_Forward_Expected_Assists_per_90_Pct,Creative_Forward_Actual_Assists_per_90_Pct,Creative_Forward_Chances_Created_per_90_Pct,Creative_Forward_Successful_Dribbles_per_90_Pct,Creative Forward Score,Defensive Defender Metrics Available,Defensive Defender Eligible,Ball Playing Defender Metrics Available,Ball Playing Defender Eligible,Ball Winning Midfielder Metrics Available,Ball Winning Midfielder Eligible,Creative Midfielder Metrics Available,Creative Midfielder Eligible,Goal Scorer Metrics Available,Goal Scorer Eligible,Creative Forward Metrics Available,Creative Forward Eligible
Pablo Sarabia,Wolverhampton Wanderers,1.7,49.3,32.9,77.1,9.0,7.0,4.0,,,0.9,43.6,0.3,6.0,4.9,7.0,0.25,0.4,6.8,6.9,0.35,1.1,,,4.0,0.5,10.0,0.9,39.1,0.1,1.0,,,,,6.98,1.0,0.8,2.2,,,0.7,65.0,7.0,4.9,4.0,2.0,51.0,2.6,2.4,5.0,1748,30,ESP,8.7,4.0,0.21,0.0,"MF,FW",31.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,16.129032258064516,,17.20430107526882,,,40.86021505376344,13.978494623655912,54.83870967741935,,24.193548387096776,93.62745098039215,91.93548387096774,98.38709677419355,60.215053763440864,,,,,,,51.1,,,,,,,,,,,,16.129032258064516,17.20430107526882,24.193548387096776,19.2,93.62745098039215,91.93548387096774,98.38709677419355,40.86021505376344,60.215053763440864,77.0,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Pape Sarr,Tottenham Hotspur,1.2,70.0,50.3,88.7,2.0,3.0,3.0,,,0.8,52.8,1.2,28.0,2.1,3.0,0.09,0.1,3.4,3.6,0.15,1.4,,,3.0,1.3,31.0,0.6,38.9,0.2,5.0,,,,,7.08,2.0,1.1,3.2,,,1.0,70.6,3.0,2.1,3.0,0.0,20.0,0.9,1.6,9.0,2085,34,SEN,8.3,3.0,0.13,0.0,MF,20.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,37.096774193548384,,83.33333333333334,,,73.11827956989248,81.72043010752688,31.182795698924732,,79.56989247311827,35.78431372549019,41.935483870967744,51.61290322580645,52.1505376344086,,,,,,,56.8,,,,,,,,,,,,37.096774193548384,83.33333333333334,79.56989247311827,66.7,35.78431372549019,41.935483870967744,51.61290322580645,73.11827956989248,52.1505376344086,50.9,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Pascal Gross,Brighton and Hove Albion,2.8,57.0,76.3,90.2,11.0,10.0,9.0,,,0.5,55.2,0.8,27.0,9.2,10.0,0.27,0.3,6.5,5.1,0.19,0.7,,,4.0,0.6,22.0,0.6,36.4,0.2,8.0,1.0,36.0,,,7.47,7.0,0.6,1.8,,,1.3,65.7,10.0,9.2,4.0,1.0,103.0,3.0,1.6,7.0,3114,36,GER,7.3,4.0,0.12,0.0,"MF,DF",32.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,61.82795698924731,,25.806451612903224,,,95.6989247311828,88.70967741935483,85.48387096774194,,10.21505376344086,97.54901960784314,94.6236559139785,92.47311827956989,27.956989247311824,,,,,,,68.0,,,,,,,,,,,,61.82795698924731,25.806451612903224,10.21505376344086,32.6,97.54901960784314,94.6236559139785,92.47311827956989,95.6989247311828,27.956989247311824,81.7,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Pau Torres,Aston Villa,3.1,47.2,56.8,87.8,1.0,0.0,3.0,,,0.6,65.4,2.7,74.0,0.7,0.0,0.03,0.0,1.0,1.0,0.04,0.7,,,2.0,0.5,14.0,0.2,41.7,0.4,12.0,,,,,6.93,1.0,0.1,1.5,,,0.7,62.1,,,2.0,0.0,8.0,0.3,0.4,1.0,2463,29,ESP,16.7,2.0,0.07,0.0,DF,26.0,Defender,9.0,7.0,1.2857142857142858,100.0,13.333333333333334,60.0,1.9047619047619049,46.666666666666664,32.857142857142854,80.95238095238095,75.23809523809524,79.04761904761905,71.42857142857143,,,,,,,,,,,,51.3,13.333333333333334,60.0,1.9047619047619049,46.666666666666664,32.857142857142854,31.0,80.95238095238095,75.23809523809524,79.04761904761905,71.42857142857143,76.7,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Pedro Neto,Wolverhampton Wanderers,1.0,58.6,29.1,83.4,7.0,9.0,2.0,,,2.2,46.8,0.1,2.0,3.7,9.0,0.22,0.5,3.5,2.3,0.21,0.9,,,2.0,0.3,5.0,0.7,33.3,0.1,1.0,,,1.0,1.2,7.3,1.0,0.7,2.8,,,0.2,42.9,9.0,3.7,2.0,0.0,38.0,2.3,2.1,4.0,1518,20,POR,5.6,2.0,0.12,0.0,"FW,MF",23.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,92.5925925925926,86.07594936708861,98.73417721518987,90.50632911392405,3.79746835443038,22.78481012658228,29.746835443037973,15.18987341772152,17.088607594936708,4.938271604938271,46.1,,,,,,,,,,,,,,,,,,,,,,3.79746835443038,22.78481012658228,29.746835443037973,15.18987341772152,17.088607594936708,4.938271604938271,15.6,86.07594936708861,98.73417721518987,92.5925925925926,90.50632911392405,92.0,,,,,,,,,6.0,True,4.0,True
Pedro Porro,Tottenham Hotspur,2.2,43.3,43.2,79.6,13.0,7.0,2.0,,,0.8,52.0,2.3,80.0,6.0,7.0,0.18,0.2,3.0,2.4,0.09,1.1,,,3.0,1.0,34.0,0.3,22.6,0.5,18.0,1.0,35.0,,,7.38,3.0,0.4,2.1,,,1.8,69.2,7.0,6.0,3.0,0.0,51.0,1.5,1.5,3.0,3092,35,ESP,5.7,3.0,0.09,0.0,DF,23.0,Defender,9.0,7.0,1.2857142857142858,100.0,93.80952380952381,92.38095238095238,49.523809523809526,28.095238095238095,45.23809523809524,58.0952380952381,34.285714285714285,62.857142857142854,60.476190476190474,,,,,,,,,,,,58.3,93.80952380952381,92.38095238095238,49.523809523809526,28.095238095238095,45.23809523809524,61.8,58.0952380952381,34.285714285714285,62.857142857142854,60.476190476190474,53.9,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Pelly-Ruddock Mpanzu,Luton Town,1.3,43.2,21.2,74.9,1.0,0.0,1.0,,,0.7,60.0,1.3,16.0,1.4,0.0,0.11,0.0,0.6,0.2,0.05,0.7,,,,0.7,9.0,0.1,9.1,0.6,7.0,,,,,6.21,0.0,0.3,2.1,,,0.4,38.5,,,,,6.0,0.5,0.9,1.0,1093,27,COD,0.0,0.0,0.0,0.0,MF,30.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,5.376344086021505,,35.483870967741936,,,9.67741935483871,8.60215053763441,37.634408602150536,,19.892473118279568,8.333333333333332,55.376344086021504,17.741935483870968,44.086021505376344,,,,,,,24.2,,,,,,,,,,,,5.376344086021505,35.483870967741936,19.892473118279568,20.3,8.333333333333332,55.376344086021504,17.741935483870968,9.67741935483871,44.086021505376344,27.0,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Pervis Estupinán,Brighton and Hove Albion,0.9,59.1,52.6,88.7,4.0,3.0,1.0,,,0.7,50.0,1.4,20.0,2.3,3.0,0.17,0.2,1.0,1.0,0.07,1.6,,,2.0,1.5,21.0,0.4,54.5,0.3,4.0,,,,,,,0.7,3.0,,,0.9,50.0,3.0,2.3,2.0,0.0,26.0,1.9,0.8,4.0,1244,19,ECU,18.2,2.0,0.14,0.0,DF,25.0,Defender,9.0,7.0,1.2857142857142858,100.0,34.76190476190476,11.428571428571429,91.9047619047619,6.666666666666667,20.952380952380953,73.33333333333333,80.95238095238095,9.523809523809524,88.57142857142857,,,,,,,,,,,,46.5,34.76190476190476,11.428571428571429,91.9047619047619,6.666666666666667,20.952380952380953,33.1,73.33333333333333,80.95238095238095,9.523809523809524,88.57142857142857,63.1,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Phil Foden,Manchester City,1.3,62.7,46.7,89.1,10.0,8.0,7.0,,,1.5,50.5,0.5,16.0,6.9,8.0,0.22,0.3,10.3,16.3,0.32,0.4,,,19.0,0.4,13.0,1.5,45.7,,,1.0,35.0,,,7.83,10.0,1.1,1.9,,,0.6,64.5,8.0,6.9,19.0,0.0,73.0,2.3,3.3,2.0,2865,35,ENG,18.1,19.0,0.6,0.0,"FW,MF",23.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,92.5925925925926,86.07594936708861,81.64556962025317,60.75949367088608,84.81012658227847,49.36708860759494,84.81012658227847,89.24050632911393,73.41772151898735,76.5432098765432,77.9,,,,,,,,,,,,,,,,,,,,,,84.81012658227847,49.36708860759494,84.81012658227847,89.24050632911393,73.41772151898735,76.5432098765432,76.4,86.07594936708861,81.64556962025317,92.5925925925926,60.75949367088608,80.3,,,,,,,,,6.0,True,4.0,True
Philip Billing,Bournemouth,1.1,58.6,25.4,78.4,7.0,2.0,1.0,,,0.8,40.0,1.7,27.0,2.1,2.0,0.14,0.1,2.5,2.1,0.16,1.2,,,2.0,1.3,20.0,0.5,26.7,0.3,5.0,,,,,6.65,0.0,0.5,3.0,,,1.0,48.5,2.0,2.1,2.0,0.0,23.0,1.5,1.9,3.0,1393,29,DEN,6.7,2.0,0.13,1.0,MF,27.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,37.096774193548384,,83.33333333333334,,,21.50537634408602,19.35483870967742,26.881720430107524,,69.35483870967742,69.6078431372549,67.20430107526882,51.61290322580645,52.1505376344086,,,,,,,49.8,,,,,,,,,,,,37.096774193548384,83.33333333333334,69.35483870967742,63.3,69.6078431372549,67.20430107526882,51.61290322580645,21.50537634408602,52.1505376344086,52.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Pierre-Emile Højbjerg,Tottenham Hotspur,5.2,67.0,85.3,88.6,3.0,0.0,,,,0.8,54.5,1.9,27.0,1.5,0.0,0.11,0.0,0.7,1.2,0.05,1.4,,,,1.3,19.0,0.4,31.6,0.5,7.0,,,,,6.62,0.0,1.0,4.4,,,1.3,56.3,,,,,9.0,0.6,1.3,4.0,1293,36,DEN,0.0,0.0,0.0,0.0,MF,27.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,61.82795698924731,,83.33333333333334,,,98.9247311827957,80.10752688172043,97.31182795698925,,98.9247311827957,15.686274509803921,55.376344086021504,17.741935483870968,52.1505376344086,,,,,,,66.1,,,,,,,,,,,,61.82795698924731,83.33333333333334,98.9247311827957,81.4,15.686274509803921,55.376344086021504,17.741935483870968,98.9247311827957,52.1505376344086,48.0,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Raheem Sterling,Chelsea,0.3,66.7,23.7,79.3,7.0,4.0,11.0,,,2.0,39.1,0.4,8.0,4.3,4.0,0.2,0.2,6.5,8.1,0.29,1.5,,,8.0,0.6,13.0,1.0,43.1,,,,,3.0,1.9,6.97,2.0,1.0,2.0,,,0.5,47.6,4.0,4.3,8.0,0.0,30.0,1.4,2.3,7.0,1981,31,ENG,15.7,8.0,0.36,0.0,"FW,MF",28.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,61.111111111111114,79.11392405063292,62.65822784810127,84.17721518987342,51.89873417721519,38.607594936708864,45.56962025316456,49.36708860759494,63.29113924050633,61.72839506172839,59.8,,,,,,,,,,,,,,,,,,,,,,51.89873417721519,38.607594936708864,45.56962025316456,49.36708860759494,63.29113924050633,61.72839506172839,51.7,79.11392405063292,62.65822784810127,61.111111111111114,84.17721518987342,71.8,,,,,,,,,6.0,True,4.0,True
Raphaël Varane,Manchester United,1.9,45.3,45.4,89.3,,,,,,0.1,50.0,5.6,86.0,0.6,0.0,0.04,0.0,1.3,0.8,0.08,0.5,,,1.0,1.0,15.0,0.1,25.0,1.2,18.0,,,,,6.76,0.0,0.1,1.8,,,0.7,61.1,,,1.0,0.0,1.0,0.1,0.5,2.0,1371,22,FRA,12.5,1.0,0.07,0.0,DF,30.0,Defender,9.0,7.0,1.2857142857142858,100.0,13.333333333333334,54.761904761904766,49.523809523809526,98.09523809523809,94.76190476190476,63.33333333333333,83.80952380952381,51.90476190476191,65.71428571428571,,,,,,,,,,,,63.9,13.333333333333334,54.761904761904766,49.523809523809526,98.09523809523809,94.76190476190476,62.1,63.33333333333333,83.80952380952381,51.90476190476191,65.71428571428571,66.2,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Rasmus Højlund,Manchester United,0.4,100.0,12.5,77.0,,,13.0,,,0.7,50.0,0.8,19.0,0.9,2.0,0.04,0.1,7.6,9.3,0.32,0.8,,,10.0,0.0,1.0,0.9,55.3,0.0,1.0,1.0,30.0,,,6.83,2.0,0.8,1.2,,,0.3,63.6,2.0,0.9,10.0,0.0,28.0,1.2,1.6,2.0,2169,30,DEN,26.3,10.0,0.41,0.0,FW,20.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,46.2962962962963,3.79746835443038,32.91139240506329,18.354430379746837,60.75949367088608,49.36708860759494,6.962025316455696,37.9746835443038,94.9367088607595,92.5925925925926,44.4,,,,,,,,,,,,,,,,,,,,,,60.75949367088608,49.36708860759494,6.962025316455696,37.9746835443038,94.9367088607595,92.5925925925926,57.1,3.79746835443038,32.91139240506329,46.2962962962963,18.354430379746837,25.3,,,,,,,,,6.0,True,4.0,True
Raul Jiménez,Fulham,0.8,52.2,16.7,69.7,3.0,0.0,4.0,,,0.6,45.5,0.8,13.0,1.0,0.0,0.06,0.0,5.2,5.7,0.33,1.1,,,7.0,0.3,4.0,1.1,41.5,0.2,3.0,,,,,6.67,0.0,0.8,1.2,,,0.8,66.7,,,7.0,0.0,11.0,0.7,2.6,3.0,1402,24,MEX,17.1,7.0,0.45,1.0,FW,32.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,8.024691358024691,17.72151898734177,7.59493670886076,12.025316455696203,71.51898734177216,52.53164556962025,58.86075949367089,61.39240506329114,50.63291139240506,67.28395061728395,40.8,,,,,,,,,,,,,,,,,,,,,,71.51898734177216,52.53164556962025,58.86075949367089,61.39240506329114,50.63291139240506,67.28395061728395,60.4,17.72151898734177,7.59493670886076,8.024691358024691,12.025316455696203,11.3,,,,,,,,,6.0,True,4.0,True
Rayan Ait Nouri,Wolverhampton Wanderers,0.9,42.6,34.5,86.6,3.0,1.0,5.0,,,2.4,61.4,1.2,31.0,1.7,1.0,0.07,0.0,3.3,2.6,0.13,1.0,,,2.0,0.6,15.0,0.3,33.3,0.2,6.0,1.0,33.0,1.0,2.0,6.97,1.0,0.3,1.7,,,1.7,62.0,1.0,1.7,2.0,0.0,25.0,1.0,0.9,7.0,2344,33,ALG,8.3,2.0,0.08,0.0,"DF,MF",22.0,Defender,9.0,7.0,1.2857142857142858,100.0,91.42857142857143,58.57142857142858,7.142857142857142,5.714285714285714,10.476190476190476,39.04761904761905,67.61904761904762,9.523809523809524,54.285714285714285,,,,,,,,,,,,38.2,91.42857142857143,58.57142857142858,7.142857142857142,5.714285714285714,10.476190476190476,34.7,39.04761904761905,67.61904761904762,9.523809523809524,54.285714285714285,42.6,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Reece Burke,Luton Town,1.9,33.3,28.7,77.5,3.0,4.0,3.0,,,0.2,66.7,4.0,73.0,0.9,4.0,0.05,0.2,1.3,1.2,0.07,1.1,,,,1.0,18.0,0.2,30.8,1.0,18.0,1.0,22.0,,,6.7,0.0,0.1,1.3,,,1.2,62.2,4.0,0.9,,,13.0,0.7,0.7,5.0,1663,22,ENG,0.0,0.0,0.0,0.0,DF,26.0,Defender,9.0,7.0,1.2857142857142858,100.0,60.476190476190474,61.904761904761905,49.523809523809526,77.14285714285715,87.14285714285714,24.285714285714285,22.857142857142858,51.90476190476191,21.428571428571427,,,,,,,,,,,,50.7,60.476190476190474,61.904761904761905,49.523809523809526,77.14285714285715,87.14285714285714,67.2,24.285714285714285,22.857142857142858,51.90476190476191,21.428571428571427,30.1,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Richarlison,Tottenham Hotspur,0.4,70.0,16.0,70.9,3.0,4.0,7.0,,,0.6,30.3,1.4,23.0,1.4,4.0,0.09,0.2,9.6,8.5,0.58,1.2,,,11.0,0.5,8.0,1.5,40.3,0.4,6.0,,,,,6.99,1.0,0.8,0.6,,,0.7,68.8,4.0,1.4,11.0,0.0,15.0,0.9,3.7,3.0,1492,28,BRA,17.7,11.0,0.66,0.0,FW,26.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,19.753086419753085,34.810126582278485,62.65822784810127,12.025316455696203,90.50632911392405,88.60759493670885,91.77215189873418,89.24050632911393,48.10126582278481,72.8395061728395,61.0,,,,,,,,,,,,,,,,,,,,,,90.50632911392405,88.60759493670885,91.77215189873418,89.24050632911393,48.10126582278481,72.8395061728395,80.2,34.810126582278485,62.65822784810127,19.753086419753085,12.025316455696203,32.3,,,,,,,,,6.0,True,4.0,True
Robert Sánchez,Chelsea,,,,,,,,3.0,25.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434,16,ESP,,,,0.0,GK,25.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodri,Manchester City,7.4,80.6,102.9,92.5,8.0,9.0,2.0,,,1.3,75.0,1.2,40.0,6.1,9.0,0.19,0.3,4.1,4.7,0.12,1.3,,,8.0,0.8,26.0,0.7,35.5,0.2,8.0,,,1.0,1.1,8.12,6.0,1.0,4.0,,,1.3,61.4,9.0,6.1,8.0,0.0,49.0,1.5,1.9,8.0,2938,34,ESP,12.9,8.0,0.25,1.0,MF,27.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,61.82795698924731,,45.69892473118279,,,100.0,98.9247311827957,100.0,,95.6989247311828,69.6078431372549,82.79569892473118,92.47311827956989,82.25806451612904,,,,,,,82.9,,,,,,,,,,,,61.82795698924731,45.69892473118279,95.6989247311828,67.7,69.6078431372549,82.79569892473118,92.47311827956989,100.0,82.25806451612904,85.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Rodrigo Bentancur,Tottenham Hotspur,1.8,76.9,60.1,85.5,,,1.0,,,1.0,57.9,1.4,16.0,1.1,1.0,0.09,0.1,1.9,0.7,0.17,1.8,,,1.0,1.5,17.0,0.4,27.8,0.4,4.0,,,,,6.62,0.0,0.4,3.2,,,1.3,65.2,1.0,1.1,1.0,0.0,8.0,0.7,1.6,7.0,1007,23,URU,5.6,1.0,0.09,0.0,MF,26.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,61.82795698924731,,91.39784946236558,,,89.24731182795699,60.215053763440864,59.67741935483871,,79.56989247311827,24.019607843137255,41.935483870967744,51.61290322580645,65.59139784946237,,,,,,,62.5,,,,,,,,,,,,61.82795698924731,91.39784946236558,79.56989247311827,77.6,24.019607843137255,41.935483870967744,51.61290322580645,89.24731182795699,65.59139784946237,54.5,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Rodrigo Muniz,Fulham,0.4,63.6,7.7,62.1,2.0,1.0,4.0,,,0.3,27.8,1.1,20.0,0.9,1.0,0.05,0.1,8.7,8.7,0.49,1.4,,,9.0,0.3,6.0,1.5,37.0,0.2,3.0,,,,,6.84,2.0,0.6,1.1,,,0.2,42.9,1.0,0.9,9.0,0.0,18.0,1.0,4.1,1.0,1597,26,BRA,12.3,9.0,0.51,0.0,FW,22.0,Forward,10.0,7.0,1.4285714285714286,100.0,,,,,,,,,,,27.77777777777778,9.49367088607595,32.91139240506329,1.89873417721519,78.48101265822784,82.91139240506328,96.83544303797468,89.24050632911393,34.177215189873415,44.44444444444444,49.8,,,,,,,,,,,,,,,,,,,,,,78.48101265822784,82.91139240506328,96.83544303797468,89.24050632911393,34.177215189873415,44.44444444444444,71.0,9.49367088607595,32.91139240506329,27.77777777777778,1.89873417721519,18.0,,,,,,,,,6.0,True,4.0,True
Ross Barkley,Luton Town,3.0,60.3,40.9,84.5,6.0,4.0,1.0,,,2.3,66.0,1.6,48.0,2.7,4.0,0.09,0.1,4.1,4.6,0.14,0.9,,,5.0,0.9,25.0,0.7,28.8,0.3,9.0,,,,,7.32,2.0,0.8,3.5,,,0.7,40.4,4.0,2.7,5.0,0.0,44.0,1.5,2.3,6.0,2622,32,ENG,7.6,5.0,0.17,0.0,MF,29.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,16.129032258064516,,52.68817204301075,,,60.215053763440864,53.76344086021505,87.63440860215054,,87.09677419354838,69.6078431372549,41.935483870967744,51.61290322580645,96.23655913978494,,,,,,,61.7,,,,,,,,,,,,16.129032258064516,52.68817204301075,87.09677419354838,52.0,69.6078431372549,41.935483870967744,51.61290322580645,60.215053763440864,96.23655913978494,63.9,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Ruben Dias,Manchester City,3.0,60.4,86.4,94.1,1.0,0.0,3.0,,,,,2.6,75.0,1.9,0.0,0.07,0.0,1.4,0.8,0.05,0.8,,,,1.1,30.0,0.3,40.0,0.6,17.0,1.0,30.0,,,7.14,0.0,0.2,1.6,,,0.7,51.3,,,,,7.0,0.2,0.7,0.0,2557,30,POR,0.0,0.0,0.0,,DF,26.0,Defender,9.0,7.0,1.2857142857142858,100.0,13.333333333333334,12.857142857142856,62.38095238095238,41.904761904761905,54.761904761904766,99.04761904761905,98.09523809523809,78.0952380952381,90.47619047619048,,,,,,,,,,,,61.2,13.333333333333334,12.857142857142856,62.38095238095238,41.904761904761905,54.761904761904766,37.0,99.04761904761905,98.09523809523809,78.0952380952381,90.47619047619048,91.4,,,,,,,,,,,,,,,,,,,,,,,5.0,True,4.0,True,,,,,,,,
Ryan Christie,Bournemouth,2.7,54.0,29.8,79.3,10.0,5.0,,,,1.6,55.4,1.5,50.0,5.4,5.0,0.17,0.2,2.3,1.7,0.07,1.5,,,,1.6,52.0,0.4,30.2,0.3,11.0,1.0,37.0,,,7.08,3.0,0.7,3.8,,,1.4,51.2,5.0,5.4,,,55.0,1.7,1.3,6.0,2918,37,SCO,0.0,0.0,0.0,0.0,MF,28.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,70.43010752688173,,94.6236559139785,,,33.33333333333333,22.58064516129032,82.25806451612904,,92.47311827956989,78.43137254901961,77.41935483870968,78.49462365591397,89.24731182795699,,,,,,,71.9,,,,,,,,,,,,70.43010752688173,94.6236559139785,92.47311827956989,85.8,78.43137254901961,77.41935483870968,78.49462365591397,33.33333333333333,89.24731182795699,71.4,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Ryan Gravenberch,Liverpool,0.5,60.0,33.0,83.4,1.0,0.0,1.0,,,1.8,51.1,0.9,11.0,1.4,0.0,0.11,0.0,2.0,1.4,0.16,1.6,,,1.0,1.1,14.0,0.6,34.8,0.2,2.0,,,,,6.81,0.0,1.0,3.2,,,1.0,46.2,,,1.0,0.0,16.0,1.3,1.8,0.0,1121,26,NED,4.4,1.0,0.08,,MF,21.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,37.096774193548384,,64.51612903225806,,,42.473118279569896,48.38709677419355,9.13978494623656,,79.56989247311827,60.29411764705882,55.376344086021504,17.741935483870968,93.01075268817203,,,,,,,50.8,,,,,,,,,,,,37.096774193548384,64.51612903225806,79.56989247311827,60.4,60.29411764705882,55.376344086021504,17.741935483870968,42.473118279569896,93.01075268817203,53.8,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
Ryan Yates,Nottingham Forest,1.3,44.6,29.7,80.3,2.0,1.0,2.0,,,0.2,50.0,1.8,39.0,0.6,1.0,0.03,0.0,3.0,1.7,0.14,2.4,,,1.0,1.0,21.0,0.3,21.9,0.7,15.0,,,,,6.64,1.0,0.4,2.2,,,1.8,59.1,1.0,0.6,1.0,0.0,7.0,0.3,1.5,6.0,1986,35,ENG,3.1,1.0,0.05,0.0,MF,25.0,Midfielder,10.0,7.0,1.4285714285714286,100.0,88.17204301075269,,58.06451612903226,,,32.25806451612903,29.03225806451613,37.634408602150536,,24.193548387096776,2.941176470588235,6.989247311827956,17.741935483870968,7.526881720430108,,,,,,,30.5,,,,,,,,,,,,88.17204301075269,58.06451612903226,24.193548387096776,56.8,2.941176470588235,6.989247311827956,17.741935483870968,32.25806451612903,7.526881720430108,13.5,,,,,,,,,,,,,,,,,3.0,True,5.0,True,,,,
